PLAYER,PLAY_TYPE,MADE,SHOT_TYPE,VTM,HTM,GAME DATE,PERIOD,TIME_REMAINING,SHOT_DISTANCE (FT)
Kawhi Leonard,Pullup Jump shot,Missed Shot,3PT Field Goal,MIL,TOR,5/21/2019,3,9:45,26
Kawhi Leonard,Cutting Dunk Shot,Made Shot,2PT Field Goal,MIL,TOR,5/21/2019,3,9:11,1
Kawhi Leonard,Pullup Jump shot,Missed Shot,2PT Field Goal,MIL,TOR,5/21/2019,3,7:25,20
Kawhi Leonard,Finger Roll Layup Shot,Missed Shot,2PT Field Goal,MIL,TOR,5/21/2019,3,4:22,3
Kawhi Leonard,Step Back Jump shot,Made Shot,2PT Field Goal,MIL,TOR,5/21/2019,3,3:15,20
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,MIL,TOR,5/21/2019,3,2:30,17
Kawhi Leonard,Jump Shot,Made Shot,3PT Field Goal,MIL,TOR,5/21/2019,4,4:18,25
Kawhi Leonard,Pullup Jump shot,Made Shot,3PT Field Goal,TOR,MIL,5/23/2019,1,10:41,26
Kawhi Leonard,Pullup Jump shot,Missed Shot,2PT Field Goal,TOR,MIL,5/23/2019,1,7:35,19
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,TOR,MIL,5/23/2019,1,7:07,27
Kawhi Leonard,Jump Shot,Made Shot,3PT Field Goal,TOR,MIL,5/23/2019,1,6:29,22
Kawhi Leonard,Driving Layup Shot,Made Shot,2PT Field Goal,TOR,MIL,5/23/2019,1,4:54,2
Kawhi Leonard,Driving Layup Shot,Missed Shot,2PT Field Goal,TOR,MIL,5/23/2019,2,9:10,1
Kawhi Leonard,Running Dunk Shot,Made Shot,2PT Field Goal,TOR,MIL,5/23/2019,2,5:36,2
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,TOR,MIL,5/23/2019,2,4:36,18
Kawhi Leonard,Step Back Jump shot,Missed Shot,3PT Field Goal,TOR,MIL,5/23/2019,2,2:52,26
Kawhi Leonard,Turnaround Fadeaway shot,Missed Shot,2PT Field Goal,TOR,MIL,5/23/2019,2,0:45,11
Kawhi Leonard,Driving Reverse Layup Shot,Missed Shot,2PT Field Goal,TOR,MIL,5/23/2019,3,10:41,1
Kawhi Leonard,Driving Layup Shot,Made Shot,2PT Field Goal,TOR,MIL,5/23/2019,3,9:58,1
Kawhi Leonard,Step Back Jump shot,Missed Shot,2PT Field Goal,TOR,MIL,5/23/2019,3,9:29,19
Kawhi Leonard,Pullup Jump shot,Missed Shot,2PT Field Goal,TOR,MIL,5/23/2019,3,8:35,14
Kawhi Leonard,Jump Shot,Made Shot,3PT Field Goal,TOR,MIL,5/23/2019,3,1:32,28
Kawhi Leonard,Hook Shot,Missed Shot,2PT Field Goal,TOR,MIL,5/23/2019,3,0:50,5
Kawhi Leonard,Running Layup Shot,Made Shot,2PT Field Goal,TOR,MIL,5/23/2019,4,10:54,0
Kawhi Leonard,Fadeaway Jump Shot,Made Shot,2PT Field Goal,TOR,MIL,5/23/2019,4,10:20,14
Kawhi Leonard,Step Back Jump shot,Missed Shot,2PT Field Goal,TOR,MIL,5/23/2019,4,9:51,19
Kawhi Leonard,Pullup Jump shot,Made Shot,3PT Field Goal,TOR,MIL,5/23/2019,4,8:30,26
Kawhi Leonard,Step Back Jump shot,Made Shot,3PT Field Goal,TOR,MIL,5/23/2019,4,7:57,26
Kawhi Leonard,Step Back Jump shot,Missed Shot,2PT Field Goal,TOR,MIL,5/23/2019,4,5:12,11
Kawhi Leonard,Fadeaway Jump Shot,Missed Shot,2PT Field Goal,TOR,MIL,5/23/2019,4,4:20,12
Kawhi Leonard,Pullup Jump shot,Missed Shot,3PT Field Goal,TOR,MIL,5/23/2019,4,1:50,28
Kawhi Leonard,Turnaround Fadeaway shot,Missed Shot,2PT Field Goal,TOR,MIL,5/23/2019,4,0:35,13
Kawhi Leonard,Step Back Jump shot,Made Shot,2PT Field Goal,MIL,TOR,5/25/2019,1,9:55,11
Kawhi Leonard,Turnaround Fadeaway shot,Missed Shot,2PT Field Goal,MIL,TOR,5/25/2019,1,8:59,13
Kawhi Leonard,Pullup Jump shot,Missed Shot,3PT Field Goal,MIL,TOR,5/25/2019,1,6:50,25
Kawhi Leonard,Step Back Jump shot,Made Shot,2PT Field Goal,MIL,TOR,5/25/2019,2,10:47,20
Kawhi Leonard,Running Pull-Up Jump Shot,Missed Shot,2PT Field Goal,MIL,TOR,5/25/2019,2,4:32,18
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,MIL,TOR,5/25/2019,2,3:15,22
Kawhi Leonard,Step Back Jump shot,Missed Shot,3PT Field Goal,MIL,TOR,5/25/2019,2,0:24,25
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,MIL,TOR,5/25/2019,3,9:55,15
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,MIL,TOR,5/25/2019,3,9:20,19
Kawhi Leonard,Hook Shot,Missed Shot,2PT Field Goal,MIL,TOR,5/25/2019,3,7:53,5
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,MIL,TOR,5/25/2019,3,6:06,23
Kawhi Leonard,Pullup Jump shot,Missed Shot,2PT Field Goal,MIL,TOR,5/25/2019,3,2:45,12
Kawhi Leonard,Floating Jump shot,Made Shot,2PT Field Goal,MIL,TOR,5/25/2019,3,2:01,9
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,MIL,TOR,5/25/2019,3,1:29,21
Kawhi Leonard,Driving Floating Jump Shot,Missed Shot,3PT Field Goal,MIL,TOR,5/25/2019,3,0:00,49
Kawhi Leonard,Pullup Jump shot,Missed Shot,3PT Field Goal,MIL,TOR,5/25/2019,4,6:59,25
Kawhi Leonard,Running Dunk Shot,Made Shot,2PT Field Goal,MIL,TOR,5/25/2019,4,6:46,1
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,MIL,TOR,5/25/2019,4,5:29,23
Kawhi Leonard,Pullup Jump shot,Missed Shot,3PT Field Goal,MIL,TOR,5/25/2019,4,4:57,26
Kawhi Leonard,Jump Shot,Made Shot,3PT Field Goal,MIL,TOR,5/25/2019,4,3:04,22
Kawhi Leonard,Driving Dunk Shot,Missed Shot,2PT Field Goal,MIL,TOR,5/25/2019,4,2:12,1
Kawhi Leonard,Floating Jump shot,Missed Shot,2PT Field Goal,MIL,TOR,5/25/2019,4,0:38,10
Kawhi Leonard,Pullup Jump shot,Made Shot,3PT Field Goal,GSW,TOR,5/30/2019,1,10:15,25
Kawhi Leonard,Running Pull-Up Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,5/30/2019,1,8:01,26
Kawhi Leonard,Driving Bank Hook Shot,Missed Shot,2PT Field Goal,GSW,TOR,5/30/2019,1,4:27,2
Kawhi Leonard,Fadeaway Jump Shot,Missed Shot,2PT Field Goal,GSW,TOR,5/30/2019,1,2:08,13
Kawhi Leonard,Cutting Layup Shot,Missed Shot,2PT Field Goal,GSW,TOR,5/30/2019,2,6:30,1
Kawhi Leonard,Pullup Jump shot,Missed Shot,2PT Field Goal,GSW,TOR,5/30/2019,2,4:10,14
Kawhi Leonard,Driving Floating Bank Jump Shot,Made Shot,2PT Field Goal,GSW,TOR,5/30/2019,2,1:47,1
Kawhi Leonard,Running Layup Shot,Made Shot,2PT Field Goal,GSW,TOR,5/30/2019,3,9:13,0
Kawhi Leonard,Step Back Jump shot,Missed Shot,3PT Field Goal,GSW,TOR,5/30/2019,3,8:21,26
Kawhi Leonard,Pullup Jump shot,Missed Shot,2PT Field Goal,GSW,TOR,5/30/2019,3,4:38,18
Kawhi Leonard,Jump Shot,Made Shot,3PT Field Goal,GSW,TOR,5/30/2019,3,2:47,25
Kawhi Leonard,Driving Floating Jump Shot,Missed Shot,2PT Field Goal,GSW,TOR,5/30/2019,3,1:58,6
Kawhi Leonard,Pullup Jump shot,Made Shot,3PT Field Goal,GSW,TOR,5/30/2019,4,6:21,26
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,5/30/2019,4,4:40,23
Kawhi Leonard,Jump Shot,Made Shot,2PT Field Goal,GSW,TOR,6/2/2019,1,10:49,19
Kawhi Leonard,Pullup Jump shot,Made Shot,3PT Field Goal,GSW,TOR,6/2/2019,1,9:36,27
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/2/2019,1,8:29,26
Kawhi Leonard,Pullup Jump shot,Missed Shot,3PT Field Goal,GSW,TOR,6/2/2019,1,7:05,26
Kawhi Leonard,Hook Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/2/2019,1,5:52,3
Kawhi Leonard,Tip Layup Shot,Made Shot,2PT Field Goal,GSW,TOR,6/2/2019,1,5:49,0
Kawhi Leonard,Pullup Jump shot,Missed Shot,2PT Field Goal,GSW,TOR,6/2/2019,1,3:12,16
Kawhi Leonard,Reverse Layup Shot,Made Shot,2PT Field Goal,GSW,TOR,6/2/2019,2,5:16,0
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/2/2019,3,11:15,24
Kawhi Leonard,Fadeaway Jump Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/2/2019,3,10:20,13
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/2/2019,3,5:07,25
Kawhi Leonard,Running Layup Shot,Made Shot,2PT Field Goal,GSW,TOR,6/2/2019,3,4:42,1
Kawhi Leonard,Pullup Jump shot,Made Shot,3PT Field Goal,GSW,TOR,6/2/2019,3,1:59,26
Kawhi Leonard,Driving Layup Shot,Made Shot,2PT Field Goal,GSW,TOR,6/2/2019,3,0:29,1
Kawhi Leonard,Pullup Jump shot,Missed Shot,3PT Field Goal,GSW,TOR,6/2/2019,4,7:14,26
Kawhi Leonard,Driving Bank Hook Shot,Made Shot,2PT Field Goal,GSW,TOR,6/2/2019,4,6:38,2
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/2/2019,4,5:54,27
Kawhi Leonard,Running Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/2/2019,4,2:48,27
Kawhi Leonard,Fadeaway Jump Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/2/2019,4,1:38,8
Kawhi Leonard,Hook Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/2/2019,4,0:31,8
Kawhi Leonard,Pullup Jump shot,Missed Shot,2PT Field Goal,TOR,GSW,6/5/2019,1,8:28,11
Kawhi Leonard,Jump Shot,Made Shot,2PT Field Goal,TOR,GSW,6/5/2019,1,8:22,11
Kawhi Leonard,Driving Layup Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/5/2019,1,1:37,1
Kawhi Leonard,Driving Dunk Shot,Made Shot,2PT Field Goal,TOR,GSW,6/5/2019,1,0:55,1
Kawhi Leonard,Step Back Jump shot,Missed Shot,2PT Field Goal,TOR,GSW,6/5/2019,2,7:03,18
Kawhi Leonard,Fadeaway Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/5/2019,2,2:23,26
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/5/2019,2,1:16,24
Kawhi Leonard,Running Layup Shot,Made Shot,2PT Field Goal,TOR,GSW,6/5/2019,3,11:22,1
Kawhi Leonard,Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/5/2019,3,8:45,27
Kawhi Leonard,Pullup Jump shot,Missed Shot,3PT Field Goal,TOR,GSW,6/5/2019,3,7:00,26
Kawhi Leonard,Turnaround Hook Shot,Made Shot,2PT Field Goal,TOR,GSW,6/5/2019,3,5:45,8
Kawhi Leonard,Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/5/2019,3,3:32,26
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/5/2019,3,2:54,25
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,TOR,GSW,6/5/2019,4,6:11,14
Kawhi Leonard,Driving Layup Shot,Made Shot,2PT Field Goal,TOR,GSW,6/5/2019,4,5:42,2
Kawhi Leonard,Jump Shot,Made Shot,2PT Field Goal,TOR,GSW,6/5/2019,4,5:01,9
Kawhi Leonard,Driving Layup Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/5/2019,4,4:28,3
Kawhi Leonard,Turnaround Fadeaway shot,Made Shot,2PT Field Goal,TOR,GSW,6/7/2019,1,8:36,9
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/7/2019,1,7:42,25
Kawhi Leonard,Pullup Jump shot,Made Shot,3PT Field Goal,TOR,GSW,6/7/2019,1,4:52,23
Kawhi Leonard,Fadeaway Jump Shot,Made Shot,2PT Field Goal,TOR,GSW,6/7/2019,1,3:37,12
Kawhi Leonard,Jump Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/7/2019,1,1:34,11
Kawhi Leonard,Turnaround Fadeaway shot,Made Shot,2PT Field Goal,TOR,GSW,6/7/2019,1,0:44,11
Kawhi Leonard,Running Pull-Up Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/7/2019,1,0:27,26
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/7/2019,1,0:01,26
Kawhi Leonard,Turnaround Fadeaway shot,Missed Shot,2PT Field Goal,TOR,GSW,6/7/2019,2,6:05,11
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/7/2019,2,5:11,26
Kawhi Leonard,Layup Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/7/2019,2,2:37,9
Kawhi Leonard,Jump Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/7/2019,2,1:54,10
Kawhi Leonard,Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/7/2019,3,11:14,25
Kawhi Leonard,Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/7/2019,3,11:30,25
Kawhi Leonard,Jump Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/7/2019,3,9:36,19
Kawhi Leonard,Jump Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/7/2019,3,8:54,19
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,TOR,GSW,6/7/2019,3,3:00,17
Kawhi Leonard,Jump Shot,Made Shot,2PT Field Goal,TOR,GSW,6/7/2019,3,0:42,18
Kawhi Leonard,Jump Shot,Made Shot,2PT Field Goal,TOR,GSW,6/7/2019,3,0:04,11
Kawhi Leonard,Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/7/2019,4,8:44,23
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/7/2019,4,5:39,27
Kawhi Leonard,Jump Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/7/2019,3,9:44,7
Kawhi Leonard,Driving Floating Jump Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,1,9:20,7
Kawhi Leonard,Driving Layup Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,1,9:04,3
Kawhi Leonard,Putback Layup Shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,1,8:59,1
Kawhi Leonard,Driving Finger Roll Layup Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,1,6:26,2
Kawhi Leonard,Running Layup Shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,1,5:21,1
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,1,1:20,22
Kawhi Leonard,Fadeaway Jump Shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,5:50,6
Kawhi Leonard,Driving Layup Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,4:29,3
Kawhi Leonard,Putback Layup Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,4:24,1
Kawhi Leonard,Floating Jump shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,3:44,11
Kawhi Leonard,Driving Floating Jump Shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,2,1:51,8
Kawhi Leonard,Pullup Jump shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,2,0:27,27
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,3,7:34,26
Kawhi Leonard,Driving Floating Jump Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,3,6:15,3
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,3,3:17,23
Kawhi Leonard,Putback Layup Shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,4,6:54,2
Kawhi Leonard,Pullup Jump shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,4,6:16,20
Kawhi Leonard,Jump Shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,4,5:51,7
Kawhi Leonard,Running Pull-Up Jump Shot,Made Shot,3PT Field Goal,GSW,TOR,6/10/2019,4,5:13,25
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,4,4:46,8
Kawhi Leonard,Pullup Jump shot,Made Shot,3PT Field Goal,GSW,TOR,6/10/2019,4,4:06,26
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,GSW,TOR,6/10/2019,4,3:28,15
Kawhi Leonard,Turnaround Fadeaway shot,Missed Shot,2PT Field Goal,GSW,TOR,6/10/2019,4,2:50,10
Kawhi Leonard,Pullup Jump shot,Missed Shot,3PT Field Goal,GSW,TOR,6/10/2019,4,1:10,25
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/13/2019,1,10:20,29
Kawhi Leonard,Driving Reverse Layup Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,1,5:43,2
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/13/2019,1,0:51,26
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,1,0:32,16
Kawhi Leonard,Step Back Jump shot,Missed Shot,2PT Field Goal,TOR,GSW,6/13/2019,2,6:08,18
Kawhi Leonard,Pullup Jump shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,2,4:40,21
Kawhi Leonard,Jump Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/13/2019,2,2:05,17
Kawhi Leonard,Running Layup Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,2,0:46,4
Kawhi Leonard,Jump Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/13/2019,3,10:47,16
Kawhi Leonard,Jump Shot,Made Shot,3PT Field Goal,TOR,GSW,6/13/2019,3,9:07,29
Kawhi Leonard,Running Layup Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,3,8:12,3
Kawhi Leonard,Cutting Layup Shot,Made Shot,2PT Field Goal,TOR,GSW,6/13/2019,3,3:38,2
Kawhi Leonard,Jump Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/13/2019,4,7:47,12
Kawhi Leonard,Jump Shot,Missed Shot,2PT Field Goal,TOR,GSW,6/13/2019,4,5:42,11
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/13/2019,4,5:01,26
Kawhi Leonard,Jump Shot,Missed Shot,3PT Field Goal,TOR,GSW,6/13/2019,4,1:05,26
